,index,id,attach_dist,is_attached,is_contained,is_matched,match_ids,match_overlaps,pred_num_pix,pred_sum_pix,true_num_pix,true_sum_pix,ke,true_ke
49,18,35,0.7649993896484375,True,False,False,[],[],4,3.291113,-1,-1,4.067487,-1
50,18,38,0.7650146484375,True,False,False,[],[],26,20.395184,-1,-1,25.206408,-1
51,19,26,0.7650146484375,True,True,False,[],[],30,35.312202,-1,-1,43.642353,-1
52,19,36,0.764984130859375,True,True,False,[],[],24,12.630449,-1,-1,15.609973,-1
53,19,52,inf,False,False,False,[],[],5,4.4271297,-1,-1,5.47149,-1
54,19,54,0.7650146484375,True,True,False,[],[],27,19.751804,-1,-1,24.411257,-1
55,20,4,1.530029296875,True,True,False,[],[],25,27.38186,-1,-1,33.841244,-1
56,20,18,0.764984130859375,True,True,False,[],[],65,29.375381,-1,-1,36.305035,-1
57,20,30,inf,False,True,False,[],[],33,29.949902,-1,-1,37.015083,-1
58,21,11,4.838290610447574,False,True,False,[],[],43,41.83145,-1,-1,51.699493,-1
59,22,13,1.529998779296875,True,True,False,[],[],36,48.33961,-1,-1,59.742928,-1
60,22,19,1.081872512263171,True,True,False,[],[],36,20.248928,-1,-1,25.025652,-1
61,23,33,0.7650032043457031,True,False,False,[],[],6,2.9370644,-1,-1,3.629918,-1
62,23,36,0.764984130859375,True,True,False,[],[],49,31.363344,-1,-1,38.76196,-1
63,24,70,0.764984130859375,True,True,False,[],[],22,14.850748,-1,-1,18.35404,-1
64,25,22,1.0818401437525427,True,True,False,[],[],10,5.7329884,-1,-1,7.0854006,-1
65,25,25,0.7650146484375,True,True,False,[],[],76,34.37421,-1,-1,42.48309,-1
66,26,41,0.7649993896484375,True,True,False,[],[],31,17.747784,-1,-1,21.934486,-1
67,27,31,1.0818617225085447,True,True,False,[],[],3,1.8052377,-1,-1,2.2310934,-1
68,27,34,2.419121178935839,False,False,False,[],[],59,31.389927,-1,-1,38.79481,-1
69,27,36,0.7650146484375,True,False,False,[],[],6,5.493286,-1,-1,6.7891526,-1
70,27,37,0.764984130859375,True,False,False,[],[],39,24.064465,-1,-1,29.741272,-1
71,27,39,0.76495361328125,True,False,False,[],[],16,10.570488,-1,-1,13.064067,-1
72,27,42,0.76495361328125,True,False,False,[],[],1,0.3976102,-1,-1,0.49140644,-1
73,28,52,0.764984130859375,True,True,False,[],[],17,14.108369,-1,-1,17.436533,-1
74,28,63,0.764984130859375,True,True,False,[],[],41,14.49797,-1,-1,17.918041,-1
75,28,64,1.081872512263171,True,False,False,[],[],10,8.008838,-1,-1,9.898123,-1
76,29,26,inf,False,False,False,[],[],17,14.803101,-1,-1,18.295153,-1
77,29,53,1.52996826171875,True,False,False,[],[],38,31.280708,-1,-1,38.65983,-1
78,29,55,1.529998779296875,True,False,False,[],[],13,18.424744,-1,-1,22.771141,-1
79,29,58,2.862381929522153,False,False,False,[],[],1,0.26009858,-1,-1,0.32145584,-1
80,30,30,6.167662001695474,False,False,False,[],[],8,5.7793913,-1,-1,7.14275,-1
81,30,35,1.710542870652102,True,True,False,[],[],37,24.37704,-1,-1,30.127586,-1
82,31,0,inf,False,False,False,[],[],42,37.376488,-1,-1,46.193604,-1
83,31,63,0.764984130859375,True,True,False,[],[],42,15.466505,-1,-1,19.115055,-1
84,32,46,0.76495361328125,True,False,False,[],[],20,18.94455,-1,-1,23.41357,-1
85,32,48,0.7650146484375,True,True,False,[],[],35,18.134668,-1,-1,22.412638,-1
86,33,0,0.7649993896484375,True,True,False,[],[],34,22.192017,-1,-1,27.427114,-1
87,33,44,1.081850933722383,True,True,False,[],[],58,36.98093,-1,-1,45.704735,-1
88,33,57,0.764984130859375,True,True,False,[],[],55,20.683754,-1,-1,25.563053,-1
89,34,35,0.7649993896484375,True,True,False,[],[],49,24.961723,-1,-1,30.850195,-1
90,34,37,0.7649917602539062,True,True,False,[],[],29,16.556557,-1,-1,20.46225,-1
91,35,45,inf,False,False,False,[],[],56,45.443035,-1,-1,56.163048,-1
92,36,23,0.7650146484375,True,False,False,[],[],34,26.491657,-1,-1,32.74104,-1
93,36,30,0.764984130859375,True,True,False,[],[],10,6.8505135,-1,-1,8.46655,-1
94,36,59,4.46071127678688,False,False,False,[],[],11,6.0875998,-1,-1,7.523665,-1
95,37,29,0.7650146484375,True,False,False,[],[],35,19.356716,-1,-1,23.922966,-1
96,37,31,1.0818833016949811,True,False,False,[],[],48,33.10518,-1,-1,40.914692,-1
97,37,33,0.764984130859375,True,True,False,[],[],29,26.424671,-1,-1,32.658253,-1
98,37,35,0.764984130859375,True,False,False,[],[],31,15.177847,-1,-1,18.7583,-1
